p_within;p_between;avg_spike_counts;std_spike_counts
0.1;0.05;0.0;0.0
0.2;0.05;0.0;0.0
0.2;0.15000000000000002;0.0;0.0
0.30000000000000004;0.05;0.0;0.0
0.30000000000000004;0.15000000000000002;0.0;0.0
0.30000000000000004;0.25000000000000006;0.0;0.0
0.4;0.05;0.0;0.0
0.4;0.15000000000000002;0.0;0.0
0.4;0.25000000000000006;0.0;0.0
0.4;0.35000000000000003;0.20600000000000002;0.0
0.5;0.05;0.0;0.0
0.5;0.15000000000000002;0.0;0.0
0.5;0.25000000000000006;0.0;0.0
0.5;0.35000000000000003;0.20800000000000002;0.0
0.5;0.45000000000000007;0.692;0.0
0.6;0.05;0.0;0.0
0.6;0.15000000000000002;0.0;0.0
0.6;0.25000000000000006;0.03;0.0
0.6;0.35000000000000003;0.178;0.0
0.6;0.45000000000000007;0.55;0.0
0.6;0.5500000000000002;0.9880000000000001;0.0
0.7000000000000001;0.05;0.0;0.0
0.7000000000000001;0.15000000000000002;0.0;0.0
0.7000000000000001;0.25000000000000006;0.0;0.0
0.7000000000000001;0.35000000000000003;0.162;0.0
0.7000000000000001;0.45000000000000007;0.7579999999999999;0.0
0.7000000000000001;0.5500000000000002;1.1440000000000001;0.0
0.7000000000000001;0.6500000000000001;1.6959999999999997;0.0
0.8;0.05;0.0;0.0
0.8;0.15000000000000002;0.0;0.0
0.8;0.25000000000000006;0.0;0.0
0.8;0.35000000000000003;0.282;0.0
0.8;0.45000000000000007;0.6599999999999999;0.0
0.8;0.5500000000000002;1.02;0.0
0.8;0.6500000000000001;1.5819999999999999;0.0
0.8;0.7500000000000002;1.8720000000000003;0.0
0.9;0.05;0.0;0.0
0.9;0.15000000000000002;0.0;0.0
0.9;0.25000000000000006;0.03;0.0
0.9;0.35000000000000003;0.23000000000000007;0.0
0.9;0.45000000000000007;0.47400000000000003;0.0
0.9;0.5500000000000002;1.1099999999999999;0.0
0.9;0.6500000000000001;1.502;0.0
0.9;0.7500000000000002;1.92;0.0
0.9;0.8500000000000002;1.9939999999999998;0.0
1.0;0.05;0.0;0.0
1.0;0.15000000000000002;0.0;0.0
1.0;0.25000000000000006;0.0;0.0
1.0;0.35000000000000003;0.20800000000000002;0.0
1.0;0.45000000000000007;0.7140000000000001;0.0
1.0;0.5500000000000002;1.0619999999999998;0.0
1.0;0.6500000000000001;1.52;0.0
1.0;0.7500000000000002;1.9220000000000002;0.0
1.0;0.8500000000000002;1.9759999999999998;0.0
1.0;0.9500000000000002;2.0;0.0
