p_within;p_between;avg_spike_counts;std_spike_counts
0.1;0.05;0.0;0.0
0.2;0.05;0.0;0.0
0.2;0.15000000000000002;0.0;0.0
0.30000000000000004;0.05;0.0;0.0
0.30000000000000004;0.15000000000000002;0.0;0.0
0.30000000000000004;0.25000000000000006;0.1;0.0
0.4;0.05;0.0;0.0
0.4;0.15000000000000002;0.0;0.0
0.4;0.25000000000000006;0.12000000000000002;0.0
0.4;0.35000000000000003;0.33199999999999996;0.0
0.5;0.05;0.0;0.0
0.5;0.15000000000000002;0.0;0.0
0.5;0.25000000000000006;0.12000000000000002;0.0
0.5;0.35000000000000003;0.33199999999999996;0.0
0.5;0.45000000000000007;0.62;0.0
0.6;0.05;0.0;0.0
0.6;0.15000000000000002;0.0;0.0
0.6;0.25000000000000006;0.11600000000000002;0.0
0.6;0.35000000000000003;0.33999999999999997;0.0
0.6;0.45000000000000007;0.62;0.0
0.6;0.5500000000000002;0.8800000000000001;0.0
0.7000000000000001;0.05;0.0;0.0
0.7000000000000001;0.15000000000000002;0.0;0.0
0.7000000000000001;0.25000000000000006;0.11600000000000002;0.0
0.7000000000000001;0.35000000000000003;0.356;0.0
0.7000000000000001;0.45000000000000007;0.6140000000000001;0.0
0.7000000000000001;0.5500000000000002;0.9040000000000001;0.0
0.7000000000000001;0.6500000000000001;1.1440000000000001;0.0
0.8;0.05;0.0;0.0
0.8;0.15000000000000002;0.0;0.0
0.8;0.25000000000000006;0.13400000000000004;0.0
0.8;0.35000000000000003;0.31799999999999995;0.0
0.8;0.45000000000000007;0.5959999999999999;0.0
0.8;0.5500000000000002;0.8800000000000001;0.0
0.8;0.6500000000000001;1.1260000000000001;0.0
0.8;0.7500000000000002;1.3579999999999999;0.0
0.9;0.05;0.0;0.0
0.9;0.15000000000000002;0.018;0.0
0.9;0.25000000000000006;0.11600000000000002;0.0
0.9;0.35000000000000003;0.378;0.0
0.9;0.45000000000000007;0.6260000000000001;0.0
0.9;0.5500000000000002;0.8860000000000001;0.0
0.9;0.6500000000000001;1.158;0.0
0.9;0.7500000000000002;1.34;0.0
0.9;0.8500000000000002;1.5560000000000003;0.0
1.0;0.05;0.0;0.0
1.0;0.15000000000000002;0.019999999999999997;0.0
1.0;0.25000000000000006;0.20400000000000001;0.0
1.0;0.35000000000000003;0.388;0.0
1.0;0.45000000000000007;0.63;0.0
1.0;0.5500000000000002;0.8699999999999999;0.0
1.0;0.6500000000000001;1.1560000000000001;0.0
1.0;0.7500000000000002;1.326;0.0
1.0;0.8500000000000002;1.596;0.0
1.0;0.9500000000000002;2.0;0.0
